TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE
Co-op for sale,600000,2,2,900,40.853591,-73.93596
Condo for sale,569000,1,1,739,40.604365,-73.975749
Co-op for sale,300000,3,1,600,40.63727,-73.971295
House for sale,599000,3,2,1120,40.586375,-74.14706
Co-op for sale,825000,1,2,1100,40.776667,-73.943927
Townhouse for sale,868000,2,2,1152,40.72592,-73.88143
Multi-family home for sale,749900,5,2,1400,40.675466,-73.878074
Multi-family home for sale,799000,6,4,2310,40.897885,-73.85622
Co-op for sale,959000,3,4,1993,40.756476,-73.721201
Multi-family home for sale,888000,5,3,2980,40.648428,-73.916678
House for sale,725000,2,2,988,40.582176,-74.107869
Condo for sale,744000,2,1,890,40.759263,-73.925741
Co-op for sale,189000,2,1,800,40.852236,-73.865501
Multi-family home for sale,769000,7,2,2100,40.621962,-74.083285
House for sale,648998,3,2,1296,40.861167,-73.846719
Co-op for sale,395250,1,1,650,40.76425,-73.92761
House for sale,539000,3,2,972,40.610442,-74.062852
Co-op for sale,297000,1,1,800,40.73228,-73.85181
Co-op for sale,244900,1,1,518,40.751118,-73.71601
Condo for sale,780000,2,2,825,40.62886,-73.970491
Co-op for sale,750000,2,2,1193,40.882562,-73.921274
Co-op for sale,270000,2,1,700,40.77519,-73.909002
Condo for sale,628000,3,2,900,40.737693,-73.880355
Townhouse for sale,588000,2,2,2000,40.590456,-74.152106
Condo for sale,285000,2,1,835,40.839619,-73.858755
Condo for sale,595000,3,1,915,40.694408,-73.95959
Condo for sale,899000,2,2,1697,40.640366,-74.073757
Co-op for sale,185000,1,1,850,40.878992,-73.902091
Co-op for sale,359000,2,1,950,40.77333,-73.827467
House for sale,988000,3,1,1296,40.754009,-73.81892
Multi-family home for sale,965000,5,3,3520,40.824702,-73.876607
Condo for sale,525000,3,2,1185,40.807969,-73.854213
Co-op for sale,250000,1,1,800,40.61807,-73.969974
Co-op for sale,350000,3,2,1100,40.629704,-73.925595
House for sale,850000,3,2,1090,40.595295,-74.103969
House for sale,640000,3,2,1110,40.542861,-74.154978
Co-op for sale,329000,1,1,764,40.614166,-74.035383
Multi-family home for sale,750000,4,2,2340,40.895949,-73.85177
House for sale,899888,4,2,2185,40.621595,-74.140443
Co-op for sale,379000,2,1,900,40.719466,-73.818306
Multi-family home for sale,879000,4,2,1824,40.545299,-74.149251
Co-op for sale,389000,1,1,900,40.742772,-73.879671
Multi-family home for sale,850000,3,2,2194,40.846739,-73.818955
Co-op for sale,269000,1,1,625,40.632218,-74.03219
House for sale,589000,3,2,1120,40.66976,-73.869231
Co-op for sale,239000,1,1,700,40.607378,-73.960183
Condo for sale,1000000,1,1,773,40.75746,-73.979359
House for sale,798000,3,2,760,40.739256,-73.852305
Condo for sale,555000,1,1,649,40.720651,-73.808539
Co-op for sale,749900,3,1,830,40.798921,-73.961553
Condo for sale,948888,2,2,950,40.616322,-74.037494
House for sale,475000,3,2,1280,40.903489,-73.843596
Condo for sale,750000,1,1,654,40.708157,-73.944452
Condo for sale,713000,2,2,1040,40.585513,-73.988398
Co-op for sale,199000,3,1,650,40.644984,-73.973836
Co-op for sale,649000,1,2,1000,40.755627,-73.961469
Multi-family home for sale,765000,4,2,1152,40.88473,-73.856359
Condo for sale,599000,2,2,705,40.74945,-73.877868
Multi-family home for sale,949000,8,3,3500,40.644528,-74.091396
Condo for sale,729000,2,2,950,40.76501,-73.816776
Co-op for sale,397000,2,1,1000,40.738175,-73.878525
Townhouse for sale,950000,2,1,1800,40.659453,-73.997591
Co-op for sale,599000,1,1,780,40.623075,-74.040347
Condo for sale,699000,2,2,1030,40.762756,-73.81687
Co-op for sale,265000,3,1,650,40.575733,-73.967934
Multi-family home for sale,859000,6,4,2820,40.850067,-73.885658
Multi-family home for sale,990000,8,4,3120,40.818241,-73.886307
House for sale,314000,2,1,847,40.639683,-74.165275
Co-op for sale,169900,2,1,900,40.836352,-73.865036
Co-op for sale,385000,2,1,920,40.732538,-73.860152
Co-op for sale,250000,1,1,750,40.598676,-73.932547
Condo for sale,875000,2,1,922,40.696598,-73.907174
Condo for sale,485000,1,1,575,40.724533,-73.869688
Co-op for sale,230000,2,1,800,40.911772,-73.902439
Condo for sale,465000,2,2,708,40.751122,-73.861449
Co-op for sale,278000,1,1,750,40.730635,-73.827682
Multi-family home for sale,779000,3,2,1540,40.594935,-73.934777
House for sale,640000,3,2,1224,40.872907,-73.859664
Co-op for sale,449000,2,2,1200,40.781263,-73.774567
House for sale,599900,3,2,1204,40.546607,-74.140684
House for sale,739000,2,2,1473,40.62418,-73.937567
Condo for sale,548000,1,1,950,40.762671,-73.819139
Condo for sale,950000,1,1,560,40.756432,-73.966091
Co-op for sale,449000,2,1,764,40.752686,-73.716667
Multi-family home for sale,938000,5,3,1890,40.606567,-73.941344
House for sale,690000,2,2,1500,40.634225,-73.926832
Co-op for sale,300000,2,1,800,40.586022,-73.966836
Condo for sale,425000,1,1,603,40.636006,-73.971649
Co-op for sale,268000,1,1,660,40.773967,-73.827786
Condo for sale,660000,2,2,970,40.737693,-73.880355
House for sale,465000,2,2,1048,40.563637,-74.100965
Co-op for sale,349000,1,1,652,40.625996,-74.032307
Condo for sale,425000,1,1,603,40.636006,-73.971649
House for sale,750000,3,2,1868,40.635928,-73.940976
House for sale,699900,3,2,1420,40.598699,-74.13183
Co-op for sale,519000,2,2,1079,40.72032,-73.84052
House for sale,635000,4,2,1684,40.530787,-74.221796
Co-op for sale,199000,1,1,600,40.708555,-73.827995
Co-op for sale,550000,2,2,1012,40.798629,-73.93511
Multi-family home for sale,799000,4,2,1716,40.577846,-73.967093
House for sale,699000,3,3,1280,40.587773,-73.925304
House for sale,900000,3,2,1248,40.598171,-74.07327
Condo for sale,269000,3,1,485,40.590145,-73.949989
Townhouse for sale,548000,2,2,1354,40.564608,-74.184535
Condo for sale,799000,5,2,1500,40.640943,-73.995353
Co-op for sale,385000,1,1,779,40.583458,-73.952267
Condo for sale,539000,2,1,708,40.633546,-74.026645
House for sale,625000,3,2,1944,40.821654,-73.84657
House for sale,728888,4,3,1379,40.676714,-73.74928
Multi-family home for sale,675000,3,2,1750,40.826659,-73.824848
House for sale,550000,3,2,1221,40.653784,-73.828606
Multi-family home for sale,906300,8,4,3116,40.668499,-73.881026
Condo for sale,898000,1,2,1340,40.69284,-73.913191
House for sale,499000,5,2,1236,40.879318,-73.861352
Condo for sale,594900,2,1,729,40.661223,-73.952537
Condo for sale,639000,2,2,800,40.76039,-73.819491
Condo for sale,349000,3,1,500,40.778411,-73.781048
House for sale,774900,3,2,1335,40.60588,-74.068179
Multi-family home for sale,988000,3,2,3061,40.583823,-74.15682
House for sale,680000,3,2,1296,40.638116,-73.921848
Condo for sale,560000,2,2,1008,40.638148,-74.075633
Condo for sale,699900,3,1,558,40.750279,-73.979524
Condo for sale,699900,3,1,558,40.750279,-73.979524
Co-op for sale,600000,3,2,1000,40.805288,-73.947817
Co-op for sale,259900,2,1,850,40.878977,-73.916004
Co-op for sale,399000,1,1,750,40.614285,-74.031573
House for sale,599000,3,2,1196,40.617589,-74.077584
Multi-family home for sale,778000,4,3,1300,40.535827,-74.22265
Condo for sale,550000,1,1,721,40.753901,-73.826151
Condo for sale,888000,2,2,1146,40.62759,-74.00162
House for sale,849000,3,2,2256,40.551836,-74.148333
Co-op for sale,185000,3,1,500,40.895291,-73.908931
Co-op for sale,349000,2,1,800,40.666273,-73.845713
Co-op for sale,575000,1,1,850,40.763077,-73.9685
Co-op for sale,239000,1,1,750,40.883683,-73.914442
Multi-family home for sale,979000,5,2,2392,40.820106,-73.887733
Condo for sale,599999,2,1,932,40.682268,-73.917831
Condo for sale,699000,3,2,1290,40.740218,-73.88445
House for sale,649000,3,2,1188,40.610384,-73.910535
Condo for sale,590000,3,1,579,40.79421,-73.963673
Condo for sale,838000,3,2,706,40.711893,-73.994095
Co-op for sale,339000,1,1,910,40.724424,-73.851108
Co-op for sale,289000,1,1,750,40.712978,-73.834597
House for sale,850000,2,2,1122,40.617256,-73.998923
Condo for sale,995000,3,2,1175,40.817538,-73.94614
House for sale,880000,2,2,1120,40.610488,-73.955347
Condo for sale,330000,3,2,1067,40.82038,-73.910937
Multi-family home for sale,789000,3,4,1900,40.536474,-74.238945
Co-op for sale,288000,1,1,800,40.602893,-74.009385
House for sale,589000,3,2,1320,40.590516,-73.923376
Co-op for sale,380000,2,1,850,40.604178,-73.960309
Townhouse for sale,939000,3,2,1728,40.7224,-73.881888
Condo for sale,665000,2,1,1120,40.751915,-73.886129
Condo for sale,899000,1,2,1151,40.676429,-74.013234
Townhouse for sale,399985,2,1,1148,40.657021,-73.90722
Condo for sale,625000,3,1,458,40.728203,-73.950475
Co-op for sale,419000,2,1,1000,40.579418,-73.970908
Co-op for sale,448000,1,1,750,40.649264,-73.98034
House for sale,549990,3,2,1782,40.841159,-73.826515
Condo for sale,299000,1,1,671,40.822519,-73.911779
Co-op for sale,420000,3,2,1200,40.736728,-73.858677
Condo for sale,975000,2,1,1164,40.706184,-74.01561
Co-op for sale,450500,2,1,1200,40.79415,-73.79959
Condo for sale,469000,2,1,780,40.751236,-73.861038
Condo for sale,285000,1,1,613,40.61096,-74.060351
Condo for sale,489000,2,2,1100,40.628058,-73.91711
Multi-family home for sale,999999,8,2,3023,40.635085,-73.940827
Co-op for sale,180000,3,1,500,40.75257,-73.87724
House for sale,799000,3,2,1000,40.59072,-73.956552
Condo for sale,698000,1,1,721,40.714843,-73.993439
Condo for sale,558000,2,1,747,40.7678,-73.890021
House for sale,769000,2,2,992,40.781062,-73.814486
Co-op for sale,329000,1,1,850,40.579232,-73.971325
Co-op for sale,275000,1,1,650,40.807254,-73.949107
Co-op for sale,438000,1,1,900,40.760794,-73.825877
Condo for sale,568000,1,1,680,40.733048,-73.861218
House for sale,989000,4,3,1305,40.743303,-73.70395
Co-op for sale,499000,3,2,1266,40.737923,-73.847072
House for sale,580880,4,2,1504,40.649219,-73.933307
Co-op for sale,460000,1,1,950,40.632337,-74.030104
Condo for sale,845000,1,1,692,40.771604,-73.949419
House for sale,729000,3,2,1854,40.574962,-73.99828
Co-op for sale,565000,4,1,1024,40.807789,-73.938228
House for sale,875000,2,1,1050,40.594917,-73.977985
Co-op for sale,248000,1,1,800,40.774198,-73.825668
House for sale,549000,2,2,1148,40.665899,-73.91241
Condo for sale,249999,1,1,596,40.629934,-74.099924
House for sale,699900,3,4,2160,40.528676,-74.218827
Co-op for sale,219000,1,1,780,40.69818,-73.83976
Co-op for sale,449000,1,2,1130,40.757822,-73.715978
Condo for sale,879000,2,2,1278,40.796296,-73.93341
Co-op for sale,650000,1,1,800,40.773571,-73.948159
Condo for sale,750000,2,2,732,40.699611,-73.930251
Condo for sale,780000,2,2,847,40.720935,-73.808761
Co-op for sale,224995,3,1,550,40.726667,-73.848293
Co-op for sale,239000,1,1,670,40.601046,-73.964361
Co-op for sale,529000,2,2,1200,40.581106,-73.966749
Condo for sale,995000,4,2,1782,40.622605,-74.017696
Condo for sale,875000,3,1,294,40.769482,-73.967633
Condo for sale,820000,1,2,788,40.654168,-73.981259
Co-op for sale,292950,1,1,675,40.751356,-73.881463
Co-op for sale,679000,1,1,700,40.785881,-73.979026
House for sale,998000,3,2,1232,40.602268,-73.961182
Multi-family home for sale,920000,5,3,2640,40.848669,-73.835169
House for sale,798000,4,4,1410,40.607299,-74.159021
Co-op for sale,525000,1,1,715,40.74958,-73.979036
Co-op for sale,599000,1,1,600,40.766285,-73.984334
Condo for sale,695000,2,2,889,40.803781,-73.946246
Condo for sale,650000,1,1,776,40.710028,-74.016853
Co-op for sale,368000,2,1,950,40.771539,-73.830282
Co-op for sale,700000,4,1,1500,40.808177,-73.955936
Co-op for sale,324888,1,1,713,40.733797,-73.862084
Co-op for sale,165000,3,1,400,40.703417,-73.83313
Co-op for sale,130000,3,1,422,40.71025,-73.79985
House for sale,750000,4,3,1806,40.638305,-73.94175
Co-op for sale,860000,3,2,1118,40.822922,-73.942643
Co-op for sale,235000,1,1,675,40.613694,-73.920504
Condo for sale,680000,2,1,640,40.647866,-74.00061
House for sale,849999,4,2,1842,40.627447,-73.961091
Condo for sale,679000,2,2,879,40.634118,-74.020228
Co-op for sale,169999,1,1,750,40.714763,-73.776178
Co-op for sale,304900,1,1,850,40.725411,-73.845336
Condo for sale,600000,1,1,600,40.788198,-73.947385
House for sale,999000,7,4,2000,40.58955,-73.982475
Co-op for sale,279000,2,1,1000,40.586462,-73.941066
Co-op for sale,268000,2,1,950,40.775709,-73.827108
Co-op for sale,140000,3,1,507,40.899214,-73.86241
Co-op for sale,293000,1,1,649,40.75208,-73.88188
Condo for sale,649000,1,1,665,40.811152,-73.945121
Co-op for sale,298888,1,1,700,40.79429,-73.80139
Condo for sale,538000,2,1,1105,40.585752,-73.983531
Co-op for sale,990000,1,1,850,40.761599,-73.975794
Multi-family home for sale,999888,3,4,2016,40.635105,-74.081897
Co-op for sale,99000,1,1,850,40.836662,-73.923959
Condo for sale,570000,3,1,515,40.70977,-74.016282
Co-op for sale,599000,3,1,868,40.784449,-73.980753
Co-op for sale,239000,2,1,950,40.587157,-73.970927
Co-op for sale,349000,2,1,900,40.578179,-73.973331
Multi-family home for sale,829000,9,3,2276,40.83251,-73.894715
Co-op for sale,185000,3,1,400,40.722253,-73.855654
Condo for sale,575000,1,1,1073,40.838714,-73.936992
Co-op for sale,350000,2,1,850,40.848542,-73.930871
Condo for sale,695000,3,2,704,40.682985,-73.965601
House for sale,875000,4,2,1600,40.64407,-73.953905
Co-op for sale,410000,3,1,766,40.815359,-73.937473
Multi-family home for sale,915000,6,5,3096,40.847162,-73.865096
Co-op for sale,995000,2,1,1000,40.776554,-73.98764
Co-op for sale,535000,2,1,1000,40.761696,-73.930494
Co-op for sale,429000,1,1,575,40.692675,-73.96429
Co-op for sale,235000,1,1,800,40.595967,-73.950402
Condo for sale,899000,2,1,1010,40.675638,-73.955524
House for sale,735000,3,2,1600,40.633443,-73.940219
House for sale,735000,3,2,1600,40.633443,-73.940219
Multi-family home for sale,899999,5,3,1440,40.760467,-73.875536
Condo for sale,900000,2,2,951,40.795855,-73.946499
House for sale,629900,3,2,1332,40.594,-74.191062
Co-op for sale,280000,1,1,650,40.616988,-73.986133
Condo for sale,950000,3,1,660,40.764146,-73.990176
Co-op for sale,875000,2,2,1275,40.620695,-74.040271
House for sale,485000,2,2,816,40.839208,-73.853933
Condo for sale,598000,1,1,663,40.753311,-73.831201
Townhouse for sale,889000,2,1,1056,40.735118,-73.853611
Co-op for sale,515000,2,2,1200,40.586645,-73.949452
Multi-family home for sale,980000,11,3,3210,40.844215,-73.879939
House for sale,519999,3,2,1440,40.63966,-74.136268
Co-op for sale,324900,1,1,665,40.870904,-73.915568
Condo for sale,870000,1,1,620,40.768188,-73.984509
Co-op for sale,355000,2,1,1000,40.578206,-73.973315
Co-op for sale,268800,1,1,725,40.608616,-73.976529
Condo for sale,640000,1,1,1022,40.62759,-74.00162
Condo for sale,640000,1,1,1022,40.62759,-74.00162
Co-op for sale,699000,2,2,1400,40.72165,-73.84119
House for sale,659000,3,2,1460,40.611432,-74.066788
Condo for sale,700000,3,1,474,40.725308,-74.005407
Co-op for sale,700000,2,1,900,40.767313,-73.958438
Condo for sale,628000,3,2,1097,40.644989,-74.019615
House for sale,710000,2,2,2250,40.892642,-73.840954
House for sale,790000,4,2,1744,40.631398,-73.936177
Co-op for sale,800000,2,1,900,40.772093,-73.951451
House for sale,699000,3,2,522,40.620065,-73.920376
Co-op for sale,416000,3,1,950,40.763716,-73.816271
Co-op for sale,499000,1,1,800,40.657359,-73.955407
Co-op for sale,140000,3,1,507,40.899214,-73.86241
House for sale,790000,4,2,1744,40.631398,-73.936177
Co-op for sale,229000,3,1,500,40.582265,-73.966662
House for sale,868000,3,2,1690,40.718735,-73.875063
House for sale,699900,5,1,1827,40.691768,-73.854054
House for sale,570000,3,2,1728,40.869166,-73.852026
Co-op for sale,419800,2,1,1000,40.719958,-73.835723
Multi-family home for sale,975000,7,4,1920,40.834527,-73.868668
Co-op for sale,210000,3,1,550,40.73235,-73.861165
House for sale,599900,3,2,1534,40.86976,-73.840861
Condo for sale,888000,3,2,1700,40.622605,-74.017696
House for sale,599000,3,2,1690,40.88047,-73.850305
Co-op for sale,178000,3,1,719,40.737923,-73.847072
Co-op for sale,279900,1,1,850,40.890176,-73.914626
Co-op for sale,935000,2,2,1150,40.785624,-73.950705
Co-op for sale,318000,3,1,450,40.746765,-73.976998
Co-op for sale,315000,2,1,1000,40.890384,-73.911788
Condo for sale,615000,2,1,733,40.765481,-73.817873
Co-op for sale,178000,3,1,719,40.737923,-73.847072
Co-op for sale,279900,1,1,850,40.890176,-73.914626
Co-op for sale,385000,3,1,440,40.76821,-73.984603
Condo for sale,209000,1,1,650,40.620265,-74.109911
Co-op for sale,259000,3,1,590,40.7511,-73.89118
Multi-family home for sale,919000,6,3,1760,40.852907,-73.830339
Co-op for sale,499000,3,2,1200,40.831991,-73.919124
Co-op for sale,359000,2,1,850,40.804259,-73.941527
Condo for sale,771770,2,2,710,40.763958,-73.832597
Condo for sale,645000,3,1,419,40.742452,-73.996531
Condo for sale,771770,2,2,710,40.763958,-73.832597
House for sale,995000,4,3,2000,40.858027,-73.837909
Co-op for sale,750000,3,2,1600,40.781379,-73.95544
Co-op for sale,300000,1,1,800,40.577408,-73.973259
House for sale,675888,3,1,1662,40.551793,-74.144159
Townhouse for sale,860000,3,2,2000,40.631594,-73.937693
House for sale,825000,3,2,1400,40.753708,-73.854247
Townhouse for sale,860000,3,2,2000,40.631594,-73.937693
Co-op for sale,240000,3,1,500,40.722322,-73.849366
House for sale,699000,3,2,2040,40.824734,-73.879455
Co-op for sale,299000,3,1,650,40.753359,-73.825048
Co-op for sale,500000,3,1,450,40.736156,-73.99773
Co-op for sale,298000,1,1,790,40.586022,-73.966836
Condo for sale,748000,2,2,713,40.757626,-73.82311
House for sale,735000,3,2,2350,40.817049,-73.802331
House for sale,399999,2,1,1056,40.630924,-74.121255
House for sale,599000,4,2,1665,40.905212,-73.84817
Condo for sale,510000,2,2,972,40.806756,-73.853097
Condo for sale,825000,2,2,1001,40.824187,-73.939702
Co-op for sale,165000,1,1,750,40.90478,-73.905744
House for sale,874900,3,4,1500,40.589133,-74.146815
Co-op for sale,245000,1,1,863,40.875811,-73.876593
Condo for sale,565000,1,1,804,40.605389,-73.97876
Condo for sale,565000,1,1,804,40.605389,-73.97876
Co-op for sale,165000,1,1,750,40.90478,-73.905744
Co-op for sale,399000,1,1,675,40.858122,-73.932243
Co-op for sale,699000,1,1,700,40.776434,-73.977149
Condo for sale,320000,2,1,802,40.840912,-73.854592
Condo for sale,418000,1,1,684,40.794664,-73.847393
House for sale,339000,2,1,700,40.5633,-74.100401
House for sale,699000,3,1,4000,40.696928,-73.765506
Co-op for sale,205900,1,1,750,40.71193,-73.826361
Co-op for sale,265000,1,1,765,40.61807,-73.969974
House for sale,775000,3,1,1696,40.83774,-73.824147
House for sale,685000,4,2,2269,40.584918,-74.159939
Co-op for sale,699000,1,1,700,40.776434,-73.977149
Condo for sale,445000,3,1,402,40.768016,-73.917451
Co-op for sale,399000,2,1,960,40.579232,-73.971325
Co-op for sale,479000,2,1,1100,40.577809,-73.972829
Condo for sale,599000,1,1,626,40.792058,-73.939335
Condo for sale,420000,1,1,668,40.57831,-73.967093
Co-op for sale,595000,1,1,700,40.754338,-73.964711
Co-op for sale,249000,2,1,1000,40.592664,-73.938874
Co-op for sale,115000,3,1,550,40.871622,-73.882602
Condo for sale,779000,1,1,638,40.742282,-73.978111
Townhouse for sale,925000,3,2,1875,40.731893,-73.80019
House for sale,685000,4,2,2269,40.584918,-74.159939
House for sale,699000,3,2,1008,40.630655,-74.165581
Multi-family home for sale,790000,4,3,1784,40.85102,-73.853394
House for sale,899000,2,2,1056,40.603279,-74.014377
Condo for sale,795000,1,1,860,40.76148,-73.961061
Co-op for sale,275000,1,1,880,40.632963,-73.970927
Multi-family home for sale,775000,6,2,2910,40.850127,-73.866989
House for sale,699000,5,4,1838,40.867728,-73.88496
Co-op for sale,330000,1,1,656,40.784301,-73.776196
House for sale,590000,5,3,1152,40.601933,-73.758716
Multi-family home for sale,775000,6,2,2910,40.850127,-73.866989
Co-op for sale,975000,2,2,1270,40.837033,-73.947795
Co-op for sale,190000,3,1,500,40.71225,-73.78851
Co-op for sale,405000,3,1,550,40.774067,-73.952299
Multi-family home for sale,950000,5,2,1660,40.579287,-73.960344
Condo for sale,800000,3,1,916,40.706711,-74.010457
Condo for sale,359000,2,1,920,40.654871,-73.88477
Condo for sale,760000,1,1,700,40.766298,-73.988199
Multi-family home for sale,675999,3,2,2070,40.897404,-73.842791
Condo for sale,380000,3,1,393,40.618484,-74.000151
Condo for sale,380000,3,1,393,40.618484,-74.000151
Condo for sale,800000,3,1,916,40.706711,-74.010457
Condo for sale,649000,3,2,1150,40.628007,-73.915581
Condo for sale,475000,1,1,739,40.578942,-73.963214
Co-op for sale,579000,3,2,1200,40.734634,-73.860238
Condo for sale,648888,2,2,950,40.718869,-73.811122
Multi-family home for sale,989000,7,5,3978,40.665901,-73.854748
Co-op for sale,154900,1,1,700,40.864656,-73.908215
Condo for sale,399000,1,1,577,40.637359,-74.027222
Condo for sale,589000,3,1,415,40.760241,-73.995433
Co-op for sale,199999,3,1,471,40.72231,-73.84153
Co-op for sale,258000,3,1,500,40.766602,-73.815761
House for sale,685000,3,2,1280,40.549191,-74.166028
Condo for sale,245000,1,1,800,40.618948,-74.107158
Co-op for sale,729000,3,2,1400,40.892469,-73.909115
Multi-family home for sale,779000,3,2,1557,40.849444,-73.851578
Co-op for sale,365000,2,1,925,40.602199,-73.970949
Co-op for sale,473000,2,1,1000,40.578254,-73.953479
Co-op for sale,133000,1,1,630,40.872029,-73.86953
Multi-family home for sale,850000,5,3,3024,40.877022,-73.858561
Multi-family home for sale,995000,6,3,2125,40.589507,-73.985517
Co-op for sale,225000,1,1,900,40.857426,-73.870885
Co-op for sale,345000,1,1,900,40.760602,-73.822266
House for sale,875000,5,2,1974,40.617472,-73.923111
Co-op for sale,649000,1,1,687,40.757111,-73.963078
Condo for sale,659000,2,1,714,40.648631,-73.967438
Co-op for sale,429000,2,1,850,40.634367,-74.031134
House for sale,758800,3,2,1633,40.591079,-74.080106
Condo for sale,780000,3,3,1236,40.767546,-73.831469
Co-op for sale,173000,3,1,500,40.717242,-73.833682
House for sale,995000,4,2,2200,40.614693,-74.09961
House for sale,575000,3,1,1390,40.806916,-73.856207
Co-op for sale,800000,2,1,1200,40.607235,-73.984794
Multi-family home for sale,689900,3,4,2448,40.621019,-74.160271
Co-op for sale,243000,2,1,965,40.864331,-73.907519
Multi-family home for sale,915000,8,3,1896,40.832935,-73.853508
Condo for sale,599888,1,1,826,40.743634,-73.916415
Condo for sale,688000,3,2,982,40.640328,-74.002813
House for sale,950000,3,2,1308,40.870497,-73.901181
Co-op for sale,249000,1,1,750,40.732652,-73.854655
Condo for sale,409000,1,1,559,40.752313,-73.83243
Condo for sale,630000,2,2,750,40.76275,-73.82671
Condo for sale,874000,2,2,915,40.694352,-73.919978
Co-op for sale,175000,1,1,627,40.710157,-73.79885
Co-op for sale,299999,1,1,850,40.72496,-73.84549
Co-op for sale,120000,2,1,1100,40.831061,-73.899836
House for sale,715000,4,2,1866,40.815163,-73.846253
Condo for sale,925000,2,2,1033,40.795855,-73.946499
Multi-family home for sale,750000,5,3,3327,40.895951,-73.859572
Multi-family home for sale,900000,8,5,2028,40.832294,-73.92917
Co-op for sale,245000,1,1,550,40.6339,-74.029997
Condo for sale,695000,2,2,1080,40.575483,-73.974764
Multi-family home for sale,928000,3,4,1640,40.652767,-74.012075
Co-op for sale,199000,1,1,550,40.614409,-73.947967
Co-op for sale,475000,2,1,975,40.59894,-73.993976
Condo for sale,815000,2,2,1000,40.586973,-73.951476
Condo for sale,474000,2,1,750,40.644271,-73.998636
Co-op for sale,590000,2,1,800,40.631168,-73.961009
Condo for sale,695000,2,2,1080,40.575483,-73.974764
Condo for sale,610000,1,1,673,40.708282,-74.018041
House for sale,632000,4,2,1496,40.553386,-74.197402
House for sale,632000,4,2,1496,40.553386,-74.197402
Condo for sale,800000,2,1,850,40.6814,-73.953752
Condo for sale,725000,1,1,696,40.680215,-73.956745
Co-op for sale,349500,1,1,900,40.71574,-73.83672
Condo for sale,550000,3,1,446,40.767091,-73.961629
Co-op for sale,398000,3,1,1000,40.775673,-73.827111
Co-op for sale,329000,2,1,850,40.822362,-73.80725
House for sale,968000,3,2,2845,40.588988,-74.153058
Condo for sale,498000,1,1,785,40.727512,-73.86069
Co-op for sale,280000,1,1,850,40.589514,-73.949742
Condo for sale,385000,2,1,919,40.654359,-73.88379
Co-op for sale,179000,1,1,600,40.638729,-73.949047
Co-op for sale,323000,1,1,800,40.591141,-73.967677
Condo for sale,880000,1,1,713,40.747145,-73.940897
Co-op for sale,450000,2,1,1100,40.595967,-73.950402
Condo for sale,649000,3,2,1770,40.583827,-73.824314
Co-op for sale,265000,2,1,900,40.592004,-73.941035
House for sale,749000,3,2,1400,40.630682,-73.932503
Co-op for sale,398000,3,1,900,40.617177,-73.986447
Condo for sale,680000,2,2,847,40.736711,-73.872209
Condo for sale,799000,2,2,868,40.769679,-73.772159
House for sale,629000,3,2,1575,40.873488,-73.858233
Co-op for sale,925000,3,2,1700,40.76405,-73.964336
Condo for sale,599000,1,1,958,40.74945,-73.877868
Co-op for sale,588888,3,2,1150,40.731896,-73.859965
Condo for sale,650000,2,2,1013,40.887057,-73.908722
House for sale,599999,3,2,1340,40.667749,-73.913448
Co-op for sale,395000,2,1,950,40.909252,-73.905421
Co-op for sale,299000,1,1,700,40.754728,-73.885971
Condo for sale,549000,2,2,1113,40.66879,-73.849494
Condo for sale,499000,1,1,571,40.744078,-73.911899
Co-op for sale,249000,2,1,830,40.587157,-73.970927
Condo for sale,479000,1,2,1096,40.687484,-73.875467
Co-op for sale,275000,1,1,694,40.71025,-73.81917
House for sale,650000,3,2,1110,40.605773,-74.090618
Co-op for sale,749000,2,1,1000,40.768621,-73.954491
Co-op for sale,439000,3,1,475,40.730881,-73.99378
Condo for sale,975000,2,2,930,40.686977,-73.912614
Condo for sale,650000,3,1,1050,40.64924,-73.953482
Condo for sale,460000,1,1,518,40.586976,-73.951444
Co-op for sale,125000,1,1,728,40.85607,-73.868875
Condo for sale,625000,1,1,692,40.816654,-73.947357
Co-op for sale,545000,1,1,1050,40.617623,-74.038637
Condo for sale,599000,1,1,935,40.580146,-73.96051
Co-op for sale,538000,2,2,1200,40.726403,-73.850223
Condo for sale,342990,2,1,900,40.620265,-74.109911
House for sale,939000,3,2,1700,40.608937,-73.940196
House for sale,720000,3,3,2200,40.678227,-73.926787
Co-op for sale,200000,1,1,700,40.629704,-73.925595
Co-op for sale,699000,2,2,1400,40.653512,-73.957139
House for sale,939000,3,2,1700,40.608937,-73.940196
Co-op for sale,559000,3,2,1200,40.906923,-73.906251
Condo for sale,925000,2,2,787,40.707897,-73.910509
Condo for sale,559000,1,1,579,40.691501,-73.915648
Condo for sale,999999,1,2,807,40.705592,-74.017216
Co-op for sale,269000,1,1,700,40.583626,-73.951898
Condo for sale,838000,2,2,1054,40.62759,-74.00162
Co-op for sale,220000,1,1,792,40.66806,-73.8497
Condo for sale,729000,1,1,550,40.760649,-73.966893
Condo for sale,749000,2,2,1258,40.794593,-73.845734
Co-op for sale,250000,1,1,800,40.91273,-73.902225
Multi-family home for sale,680000,3,2,2240,40.619379,-74.075943
Co-op for sale,495000,2,1,900,40.632963,-73.970927
Condo for sale,950000,2,2,1033,40.795855,-73.946499
Co-op for sale,449000,1,2,1074,40.756476,-73.721201
